title;platform;genre;audience_score;critics_score;img
Lego Ninjago Dragons Rising;netflix;action;100;NA;https://resizing.flixster.com/aT1ngwU5IslhpVvNYqZh-mMzw9Q=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p24653588_b_v8_aj.jpg
Heaven Official's Blessing;netflix;action;100;NA;https://resizing.flixster.com/XPq13_sBmEWuhQvix4zH9uSKw0c=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p19058533_b_v8_aa.jpg
Oni: Thunder God's Tale;netflix;action;100;100;https://resizing.flixster.com/JNcXaKnAXbCla7dasgFSEvUjsJQ=/206x305/v2/https://resizing.flixster.com/tE62xXbtFpAXaynom-VQgdR5cJg=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvNTkzZmYzZTQtNmEyOC00MDA1LWI1MDktY2MwODI1ZDA0NWVkLmpwZw==
Super Giant Robot Brothers;netflix;action;100;NA;https://resizing.flixster.com/sLl_38JswABmKrY7brELQrgC-W8=/206x305/v2/https://resizing.flixster.com/A89R0Vea3zQJUbNlZOYmrKJ_3Yk=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvMzlkZjFjYTAtZDllYy00YmFhLThjN2UtZGQzNTUzZjBiNTkwLmpwZw==
Dogs in Space;netflix;action;100;NA;https://resizing.flixster.com/6jM0DFYm2j31vprzFP4cVAIgkjA=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p20876274_b_v13_ao.jpg
Buddy Thunderstruck;netflix;action;100;NA;https://resizing.flixster.com/KO-PFmip7QrKKKIm9jK2QQxx078=/206x305/v2/https://resizing.flixster.com/7lncBYFV0ya6wNdbF3harzUmcWY=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjI0ODQzMi53ZWJw
Heaven Official's Blessing;netflix;action;100;NA;https://resizing.flixster.com/f4SJ7XPfhl-4YApzClaKxeu7XzU=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p19794388_b_v10_aa.jpg
Lost Song;netflix;action;100;NA;https://resizing.flixster.com/oSBJUObjJIFxuEq3W0urKwj3UkM=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p15340720_b_v8_ab.jpg
Avatar: The Last Airbender;netflix;action;98;100;https://resizing.flixster.com/AOVscsV7du8kSRJdohU10cOKKmQ=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p186109_b_v8_aa.jpg
Warrior Nun;netflix;action;97;84;https://resizing.flixster.com/W06wBqRsKqrm3cOsFm4jLErnxBI=/206x305/v2/https://resizing.flixster.com/T7KEayCyElta6MkY1fwfb665s0c=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvZWNiZDAyZDEtMTc1Mi00NzIwLTlhOWItNjAzOWNlNjkzNGJiLmpwZw==
Scissor Seven;netflix;action;97;NA;https://resizing.flixster.com/cswdhM3TA_HjGWsKd_cqj-VUwoM=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p17726300_b_v13_ad.jpg
Blue Eye Samurai;netflix;action;96;100;https://resizing.flixster.com/wd2-Wmi7i8GjR-9goZvEsIgbU2k=/206x305/v2/https://resizing.flixster.com/eIGDgGTAbtVm_PFc-_I_AdQnoyI=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvYWIxYTAyYzItZWEwNy00YjM4LTkxODMtN2E4ZDE0ZmZmNWZkLmpwZw==
Band of Brothers;netflix;action;96;97;https://resizing.flixster.com/3Fo33c1KE2pE14tbmAaP4ZKHw-k=/206x305/v2/https://resizing.flixster.com/8PrK7bOcPTGabSGj7Js1I6EXUyw=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjE1MjEzMC53ZWJw
One Piece;netflix;action;95;85;https://resizing.flixster.com/4t0eWeKQmbD5YR6nhYXc6rbGN1E=/206x305/v2/https://resizing.flixster.com/Lkm-qMULkWx7gVimFjIuf3QTvPY=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvMzdmOTQ1MzYtNGQ0Yi00ZWRhLThiMWMtZTYwMDEwNzlkZGE4LmpwZw==
Cyberpunk: Edgerunners;netflix;action;95;100;https://resizing.flixster.com/KmN472UTNImhbmT6od2m1DCME1o=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p22416085_b_v13_ac.jpg
Criminal Code;netflix;action;95;NA;https://resizing.flixster.com/9-CLBS1l8KZzPdoRQcesOXl_Y5U=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p25925253_b_v13_aa.jpg
Arthdal Chronicles;netflix;action;95;NA;https://resizing.flixster.com/NKH22JC4rRcnJrJW5UBXsWFpTwU=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p16971574_b_v10_aa.jpg
Carmen Sandiego;netflix;action;95;NA;https://resizing.flixster.com/iRWUaToIDCnxdmpbhZBOrIQnGe4=/206x305/v2/https://resizing.flixster.com/yeO-xznj7UJH80NuVxhypzOjbwk=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjQwNTk1MS53ZWJw
Supa Team 4;netflix;action;95;NA;https://resizing.flixster.com/_eM2hLDovJqmHvXZmRM_Y_p2H8Y=/206x305/v2/https://resizing.flixster.com/BVe4898MvhcOK0UWfeRUvw-SbDs=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvYWFhZTY2ZmMtODU0My00YjZlLWI2YmQtNjhiZTZjMDc3NjczLmpwZw==
Lockwood & Co.;netflix;action;94;93;https://resizing.flixster.com/PfB2PUtpiw0TrsjKSfPpw-u0nFQ=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p23326688_b_v13_ab.jpg
Dorohedoro;netflix;action;94;100;https://resizing.flixster.com/tbw1DRNZnTM3aZV1OOi2xkRxFNI=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p18243630_b_v8_aa.jpg
Justice League;netflix;action;94;95;https://resizing.flixster.com/LSZahJF1dbHxgC7DuHzKnIbMFxE=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p252294_b_v8_as.jpg
Marco Polo;netflix;action;93;66;https://resizing.flixster.com/E34N8WtZBVLyng7hrQpdIHfa4NA=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10491859_b_v8_ad.jpg
Captain Laserhawk: A Blood Dragon Remix;netflix;action;93;89;https://resizing.flixster.com/U4pPSn8APNZaZbOE1XsepOSeHkc=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p25740577_b_v8_ad.jpg
Sirius the Jaeger;netflix;action;93;NA;https://resizing.flixster.com/pePZTi_ETPfxUgUB4rMp2XHp52Q=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p16291499_b_v13_ab.jpg
Paranormal;netflix;horror;96;NA;https://resizing.flixster.com/S5qgLWya-l2LM-bH65ufTdOYEaE=/206x305/v2/https://resizing.flixster.com/Cr2XSntB5y2KJqgzsCWizHpNmbY=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjc3NDc1NC53ZWJw
Santa Clarita Diet;netflix;horror;93;89;https://resizing.flixster.com/YCOMBorVZ8KFgeLcR7r2jfXTJKc=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p13554757_b_v13_ab.jpg
Kingdom;netflix;horror;92;98;https://resizing.flixster.com/lndOJLdTE6vfxpRUaoxb0nPv51o=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p16296544_b_v13_ab.jpg
The Haunting of Hill House;netflix;horror;91;93;https://resizing.flixster.com/bVxs1thbGwGpxi_tEjZ5OmuePpA=/206x305/v2/https://resizing.flixster.com/WOjDNnNu43DoVhpFhDtoH8MyifM=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjM0NTcyOC53ZWJw
Creature;netflix;horror;91;NA;https://resizing.flixster.com/cHdg4QlUoukmfT-g044SGAq98A4=/206x305/v2/https://resizing.flixster.com/_H5cIVKkQACFUBq5YBPjyNtygpY=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvYjhlZTY1M2EtOGZkNS00ZmZkLTk2ZWQtM2E2MjljZmVjMzJjLmpwZw==
Stranger Things;netflix;horror;90;92;https://resizing.flixster.com/owMGZJBjDAX9_Wsq4zElf_hQPX8=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p12991665_b_v13_am.jpg
Goosebumps;netflix;horror;90;NA;https://resizing.flixster.com/SASEylPlzeRZEE2UMcS_INcvrUs=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p184162_b_v8_ad.jpg
Diablero;netflix;horror;89;NA;https://resizing.flixster.com/jp6KxpZVJRPrzY6PTgEonPaPEzY=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p16112710_b_v10_aa.jpg
Marianne;netflix;horror;86;94;https://resizing.flixster.com/qTpAb7xfYhzWzuSjREBqWb4mkfk=/206x305/v2/https://resizing.flixster.com/QyuG_iRQytvCTIqaR5zjrR6vwIA=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjU2MTk3My53ZWJw
The Truth Will Out;amazon_prime;mystery_and_thriller;100;NA;https://resizing.flixster.com/jUrSB8LZi-TnJy-irYB83FzR3hU=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p15825940_b_v8_ai.jpg
The Rising;amazon_prime;mystery_and_thriller;100;NA;https://resizing.flixster.com/AwgLe4hlgwvzpMuzMkGM5Tv8CJY=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p21672969_b_v10_ae.jpg
Bäckström;amazon_prime;mystery_and_thriller;100;NA;https://resizing.flixster.com/JnTPL6cvDjcP8ftUqHnLTUHNMg8=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p18018314_b_v8_af.jpg
Gyeongseong Creature;netflix;horror;83;91;https://resizing.flixster.com/8MKpgfT1Z5YRM8U9hHkLqqa13-w=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p24020353_b_v13_ad.jpg
Love, Death + Robots;netflix;horror;81;85;https://resizing.flixster.com/jTpbfuSatgjQi2MxDXzaMrUvVNI=/206x305/v2/https://resizing.flixster.com/77JxONhWZf0OHznUsn4B7-jB8SY=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjQyNjAyOC53ZWJw
The Fall of the House of Usher;netflix;horror;80;90;https://resizing.flixster.com/flOI4-ZTsG7gEXRThQcO8X5QWjA=/206x305/v2/https://resizing.flixster.com/tCTi-vUUB6F6ECGpQcdPwXaoPJI=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvYzM5ODBjOWItMDQyZi00OWI4LWE4ZmEtM2JiMjRkOTYwNDNlLmpwZw==
All of Us Are Dead;netflix;horror;80;89;https://resizing.flixster.com/ZzjEYAs-41OBcXIQtQs9N9M0mKc=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p21368395_b_v9_ab.jpg
Ghoul;netflix;horror;80;88;https://resizing.flixster.com/IpDC1ejuwyc42jdKmbNzuDRik7U=/206x305/v2/https://resizing.flixster.com/K3yDRULA1biL79z4lI7DNuVmYZ8=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjMxOTE3Mi53ZWJw
Midnight Mass;netflix;horror;79;87;https://resizing.flixster.com/X6T7lE97FHwht5agCFOeIsAlPTM=/206x305/v2/https://resizing.flixster.com/pdxyT6znP1Juc0UaB20T4uMm21E=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjEwMTIyOTcud2VicA==
Crazyhead;netflix;horror;79;100;https://resizing.flixster.com/wlsCn9WOE4aPjUFqOdKdnPVK_3Q=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p13372571_b_v8_ad.jpg
The Walking Dead;netflix;horror;78;79;https://resizing.flixster.com/yTxtFYb8WSv6rGGdVvP-zupbypE=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8282918_b_v13_bn.jpg
Ajin: Demi-Human;netflix;horror;78;NA;https://resizing.flixster.com/22yfVsIjCDanwcqCmzCNu2ON6cQ=/206x305/v2/https://resizing.flixster.com/igMbVF5D8tdkDmauURw6XiADoRY=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjIwMTYxMy53ZWJw
Sanctuary;amazon_prime;mystery_and_thriller;100;NA;https://resizing.flixster.com/EV5hTGZFSvC9YGuliJZySU0e_kQ=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p16871021_b_v13_ad.jpg
Psychic Kids;amazon_prime;mystery_and_thriller;100;NA;https://resizing.flixster.com/lwmAo5G_l7WWI6yXwg59rwtMRDM=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p17144213_b_v10_aa.jpg
American Gothic;amazon_prime;mystery_and_thriller;100;63;https://resizing.flixster.com/6OvKIDGU2rgSKAS0P3KviXM0u30=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p184074_b_v8_aa.jpg
New York Homicide;amazon_prime;mystery_and_thriller;100;NA;https://resizing.flixster.com/aj0_tUmEkWZsrxRMmaPGWcguHBA=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p21226630_b_v12_ai.jpg
Moriarty the Patriot;amazon_prime;mystery_and_thriller;100;NA;https://resizing.flixster.com/bIPN3iQsR4tfX2ai9bSZ534ONGQ=/206x305/v2/https://resizing.flixster.com/nquXTUXghLE8SlcjYmwVjaFmJLM=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjg1NTIwMS53ZWJw
Manhunt;amazon_prime;mystery_and_thriller;98;92;https://resizing.flixster.com/Jv0HGBr1s1qrBaSjtGHCdVCXIFE=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p16367914_b_v13_ac.jpg
The Truth Will Out;amazon_prime;crime;100;NA;https://resizing.flixster.com/jUrSB8LZi-TnJy-irYB83FzR3hU=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p15825940_b_v8_ai.jpg
Scott & Bailey;amazon_prime;crime;100;NA;https://resizing.flixster.com/1-Rm808WicBfw3XWcpTmo0Npacg=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8683464_b_v8_ao.jpg
The Rising;amazon_prime;crime;100;NA;https://resizing.flixster.com/AwgLe4hlgwvzpMuzMkGM5Tv8CJY=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p21672969_b_v10_ae.jpg
Mai: A Mother's Rage;netflix;mystery_and_thriller;100;80;https://resizing.flixster.com/RW3i6ff6ac3W0Cv7V8dZBCLiq-A=/206x305/v2/https://resizing.flixster.com/gduZ7dYNQ4l8rRn5YdWx2txxg6Q=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvNjY4ZjlhMzgtYzQ3NC00NmFmLWJkMDktN2VjNmFlNDJkYjI5LmpwZw==
The Nurse;netflix;crime;100;NA;https://resizing.flixster.com/cJRtmAKUf3Eq1Og88OJepUOzmP0=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p24284780_b_v13_aa.jpg
Vampire in the Garden;netflix;horror;77;86;https://resizing.flixster.com/yXpfQT4ix2likTTfedqAdeiqHZY=/206x305/v2/https://resizing.flixster.com/sSc0vUfLp9bQFdmthqV3wQvGuJA=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvMDEyYzI2ZWEtN2MwMS00MWUwLTllNmQtMjQxMzViMjIyZDVkLmpwZw==
Brand New Cherry Flavor;netflix;horror;76;76;https://resizing.flixster.com/GZCGkP1VqmyibHWlOJsbS_tdj-Q=/206x305/v2/https://resizing.flixster.com/o7rmnHHgacnuW_YU-ggNAwWz5nI=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjk4NjY2OC53ZWJw
Akuma Kun;netflix;horror;76;100;https://resizing.flixster.com/3swhRhTHZXjDMsHbM8eTU32QgrY=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p25347500_b_v8_ab.jpg
1899;netflix;horror;75;77;https://resizing.flixster.com/Sp_he1wVxq1DjGWKepU9dDpaE0g=/206x305/v2/https://resizing.flixster.com/vjp6GCi3rcyDlLV3nDLIHroN-78=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvNDQ5M2UxN2QtZGZjNy00Y2Q2LTkzZDgtMTNiYmJmZGM0ZDFlLmpwZw==
Exception;netflix;horror;75;NA;https://resizing.flixster.com/8irPwGYhPoJJcD7vkL8UKZOL6o4=/206x305/v2/https://resizing.flixster.com/u7l3QEaQpaTA5Hxu2NZnZeMKMFs=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvNDJkY2RkZjMtNDIzZS00OGQxLWI2MjYtMGIwYTAyYjJlYjQxLmpwZw==
Scooby-Doo! Mystery Incorporated;amazon_prime;mystery_and_thriller;98;NA;https://resizing.flixster.com/yYVo4OChRQO2Qmkd0a2vws_Ph3o=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8175225_b_v8_be.jpg
Artful Detective;amazon_prime;mystery_and_thriller;97;NA;https://resizing.flixster.com/fkUthNSAzXX9YyjFMJadMtfo73o=/206x305/v2/https://resizing.flixster.com/4S3brBN5haulc9OWeBE5gqSCiQ0=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjg1NTE5My53ZWJw
Mike Tyson Mysteries;amazon_prime;mystery_and_thriller;97;NA;https://resizing.flixster.com/1QubWLCy_tZUv9Y5Zx73TQ7G_-w=/206x305/v2/https://resizing.flixster.com/XcQvDgXJFG5t3h-UwaHpf2xHJiI=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjEzMjUwMC53ZWJw
Phrogging: Hider in My House;amazon_prime;crime;100;NA;https://resizing.flixster.com/sF_8KY8R01Zeq0p1_9REo1ZnPf4=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p22406954_b_v13_aa.jpg
Ken and Barbie Killers: The Lost Murder Tapes;amazon_prime;crime;100;NA;https://resizing.flixster.com/S1GI8C493s-7ajab9ioU9rzxxcQ=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p20968665_b_v13_aa.jpg
CAT;netflix;mystery_and_thriller;100;NA;https://resizing.flixster.com/9GGSJpNEwxN_wSrVh_BXYLr-KrE=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p23477234_b_v8_aa.jpg
Mystic Pop-Up Bar;netflix;mystery_and_thriller;100;NA;https://resizing.flixster.com/GX9RLDFc3qc0vyN2P2srNRW1kOI=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p18276437_b_v10_aa.jpg
The Billion Dollar Code;netflix;mystery_and_thriller;98;NA;https://resizing.flixster.com/kh-EADyuxPg42oqNf3QCB00BPuA=/206x305/v2/https://resizing.flixster.com/xDoZLTz2hxB_k4HNgNWHL-GrRBs=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvZDlmMDA5YWYtODU1NS00ODYyLWJhMDMtOGY3NzFlZTliODhlLmpwZw==
Scooby-Doo! Mystery Incorporated;netflix;mystery_and_thriller;98;NA;https://resizing.flixster.com/yYVo4OChRQO2Qmkd0a2vws_Ph3o=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p8175225_b_v8_be.jpg
The Mire;netflix;mystery_and_thriller;97;NA;https://resizing.flixster.com/MEpSptccAHkvtIYytc2PGvvdvv0=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p18134571_b_v10_aa.jpg
Trial by Fire;netflix;crime;100;100;https://resizing.flixster.com/a8KY9RXqjbW0F2DEU-ItZCxdX6U=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p23663050_b_v8_aa.jpg
CAT;netflix;crime;100;NA;https://resizing.flixster.com/9GGSJpNEwxN_wSrVh_BXYLr-KrE=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p23477234_b_v8_aa.jpg
Scoop;netflix;crime;100;77;https://resizing.flixster.com/t4mBZWEVJnRUNnTOzJm_Zla5eYc=/206x305/v2/https://resizing.flixster.com/KnqVBOnl5QvgkssX-y0FctLgVk8=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvNWM4MWEzYjUtMjU5ZC00OGVjLWJiNzktZThkYjA5ZWQ4ZjE3LmpwZw==
Typewriter;netflix;horror;75;67;https://resizing.flixster.com/bgvhHfO4sBxO58aBJVAZ2Vx5GjI=/206x305/v2/https://resizing.flixster.com/FRUCnXNK1vKceJx5S0ieYgF9v4U=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjUzMTU3NC53ZWJw
Archive 81;netflix;horror;74;87;https://resizing.flixster.com/u7S6nM4W0FwWNN2lGc7O1YUm1_E=/206x305/v2/https://resizing.flixster.com/Ig6f1iBcAbdB6qlLZQcLHTjf1Y4=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvNWQ3MDBiOGMtNDJiYy00YzQyLWI0MzQtZjJjNjJlYTdjMTM5LmpwZw==
The Girl in the Mirror;netflix;horror;74;NA;https://resizing.flixster.com/TyuOm0ru2k25nvddmYbpCRlA53o=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p22511228_b_v13_ab.jpg
JU-ON: Origins;netflix;horror;74;85;https://resizing.flixster.com/EPJMA4-ZyvG4a2eTOiGH94gS6TE=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p18322633_b_v10_aa.jpg
What's New Scooby-Doo?;amazon_prime;mystery_and_thriller;97;NA;https://resizing.flixster.com/-43tXaH2XQrSyA39-ehWSXuIggU=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p186155_b_v13_bc.jpg
House;amazon_prime;mystery_and_thriller;96;90;https://resizing.flixster.com/RHOJgQTzmnKdUC33FsgweM0Ed6E=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p185044_b_v8_ab.jpg
Death Note;amazon_prime;mystery_and_thriller;96;100;https://resizing.flixster.com/uyZuPsWLMnHBgTMItb_dlFeXACI=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p225665_b_v8_ab.jpg
The Twilight Zone;amazon_prime;mystery_and_thriller;96;92;https://resizing.flixster.com/eWe2pVSjMymP-cQdHiFNlY0jkX8=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p183869_b_v8_ac.jpg
"Steins;Gate";amazon_prime;mystery_and_thriller;96;100;https://resizing.flixster.com/Dbvd-lowK28RbuHIo32Zakt0rak=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p10853751_b_v8_ab.jpg
The InBetween;amazon_prime;mystery_and_thriller;96;67;https://resizing.flixster.com/bzXNph-4pNZFVeBAJAr3KwQdehw=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p15516854_b_v13_ab.jpg
The Oath;amazon_prime;crime;100;NA;https://resizing.flixster.com/sEkhBDlUDk2480wgQpz00O89K1A=/206x305/v2/https://resizing.flixster.com/dAShKCa1PqNlUCKlc5BS24dwHY4=/ems.cHJkLWVtcy1hc3NldHMvdHZzZXJpZXMvUlRUVjI3NjY1Ny53ZWJw
The Black Donnellys;amazon_prime;crime;100;40;https://resizing.flixster.com/ncYIWKqo5mmKsil_FlmJx4H4QHA=/206x305/v2/https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p185205_b_v8_aa.jpg
